12,0,0,0,0,0,12,1,0,0,0
0,25,0,0,0,0,0,0,0,0,0
0,10,8,0,0,0,0,0,0,6,1
0,1,0,22,0,0,0,1,0,0,1
0,8,0,2,10,2,0,1,1,0,1
3,4,0,0,1,12,0,4,0,0,1
0,1,0,0,0,0,23,1,0,0,0
1,3,0,4,1,0,0,13,0,0,3
0,2,0,11,0,0,0,3,7,0,2
0,10,0,0,0,0,1,1,0,12,1
0,0,0,0,0,0,0,0,0,0,0
